	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	capillary endothelial cell	endothelial cell	endothelial cell of artery	fibroblast	macrophage	mast cell	natural killer cell	neutrophil	pericyte	smooth muscle cell	vein endothelial cell
TRIT1	0	0	0	0.143767	0	0.108816	0.0101528	0.237818	0	0	0.0830174	0.0220877	0
TRMT1	0.00319745	0.113319	0	0	0	0.0825597	0.226812	0	0	0	0.138088	0.0377365	0
TRMT10A	0	0.000130965	0	0.00631174	0	0.0469364	0.0943904	0	0	0	0	0	0
TRMT10B	0.107954	0.0553739	0	0.060584	0.046787	0.0314551	0.00965548	0.244875	0	0	0.0189425	0.0718099	0
TRMT10C	0.127925	0	0.13251	0.148682	0	0.248369	0	0	0.0446761	0	0.152258	0.198822	0
TRMT11	0	0.123042	0	0.100842	0.659324	0.251082	0	0	0	0	0.223453	0.0370157	0
TRMT112	0.529715	0.821862	1.46091	0.579495	0.334172	0.929999	0.347648	0.940443	0.744567	0	0.733924	0.776439	0.24701
TRMT12	0.157242	0.00384148	0	0	0	0.0306913	0.0109818	0	0	0	0.0504306	0	0
TRMT13	0.301366	0.149832	0.0227879	0.0752995	0	0.0824444	0.0140102	0.00561378	0	0	0.0425341	0.00148368	0
TRMT1L	0.00530147	0.000193334	0.0180338	0.0348075	0	0.0316714	0.00271828	0	0	0	0.0146801	0.0428637	0
TRMT2A	0.0642434	0.0012349	0	0.036398	0	0.0174826	0.0764964	0	0	0	0.0634702	0	0
TRMT2B	0.0769597	0	0.000472377	0.0314725	0	0.00587558	0.000146931	0	0	0	0.00267776	0	0
TRMT44	0	0	0	0.00215787	0	0.00154505	0	0.25188	0	0	0.000569746	0	0
TRMT5	0	0.0012349	0	0.150454	0	0.0946984	0.0572085	0	0	0	0.0791589	0.00072954	0
TRMT6	0.11868	0.0786586	0	0.0963188	0	0.120578	0.00380195	0.179205	0	0	0.00136125	0.113784	0.705495
TRMT61A	0	0	0	0.0412097	0	0.023544	0.0847763	0	0	0	0.087435	0	0
TRMT61B	0.0844754	0	0	0.0875078	0.348183	0.0632751	0	0.312642	0	0	0.00316699	0	0
TRMU	0.0526005	0.108002	0	0.142255	0	0.0773894	0.0812542	0	0	0	0.0507849	0.19534	0
TRNAU1AP	0.0110369	0.250847	0.416786	0.111936	0	0.127513	0.0616467	0.0427129	0	0	0.18969	0	0
TRNP1	0	0	0	0	0	0.00123107	0	0	0	0	0.143818	0	0
TRNT1	0.0941192	0.278385	0.163369	0.141566	0	0.245398	0.188304	0.311342	0.0101654	0	0.183882	0.0127951	0.247041
TRO	0.000620234	0.00279599	0	6.0825e-05	0	0.0503868	0	0	0	0	0.0380913	0.0252855	0
TRPA1	0	0.0608597	0	0	0	0.00671595	0	0	0	0	0.00312919	0.0598384	0
TRPC1	0	0	0	0.0796393	0	0.0530006	0	0	0	0	0	0	0
TRPC3	0	0	0	0	0	1.58664e-05	0	0	0	0	0.020489	0	0
TRPC4	0	0	0	0	0	2.58146e-05	0	0	0	0	0.0552891	0.00546672	0
TRPC4AP	0.0251914	0	0	0.0859579	0.251231	0.152452	0.245219	0.456004	0	0	0.188443	0.163622	0.363305
TRPC5	0.000196788	0	0	0	0	0	0	0.000204338	0	0	0	0	0
TRPC6	0.000427884	0	0	0	0.000452523	0	0	0	0	0	0.0572681	0	0
TRPM2	0	0	0	0	0	0	0.249111	0	0	0	0	0	0
TRPM3	0.00039607	0	0	0.00163568	0	0.0154055	0.0455574	0	0	0	0.00957088	0	0
TRPM4	0	0	0.109698	0.14622	0.200702	0.0847027	0.0347635	0	0	0	0.11008	0.092981	0
TRPM6	0	0	0	0.0956082	0	0	0	0	0	1.19524	0	0	0.629548
TRPM7	0.06658	0.318194	0	0.0783953	0.0681549	0.20293	0.323035	0	0.0152585	0	0.225519	0.0416069	0
TRPM8	0.000223448	0.090203	0	0	0	1.87002e-05	0	0	0	0	5.87364e-05	0	0
TRPS1	0	0.029614	0	0.0493025	0	0.160999	0.27371	0.674778	0	0	0.0407059	0.00215761	0
TRPT1	0	0	0	0.0249846	0.00180642	0.143062	0	0	0	0	0.28266	0.174406	0
TRPV1	0	0	0	0.0562718	0	0.0361829	0.085762	0	0	0	0	0.0744749	0.762437
TRPV2	0.167329	0.115399	0	0.000483012	0	0	0.0925115	0	0	0	0.167158	0.0123378	0
TRPV3	0	0	0	0	0	0.0300681	0.00285864	0	0	0	0.00562885	0	0
TRRAP	0.0440793	0.107284	0.376902	0.0267788	0	0.118975	0.0619367	0	0	0	0.0375445	0.038335	0
TRUB1	0	0	0	0.000941863	0	0.00316575	0.00176308	0	0	0	4.37428e-05	0.00375752	0
TRUB2	0	0	0	0.0130728	0	0.218319	0.118864	0	0	0	0.0253684	0.000442499	0.236736
TSACC	0.0116294	0	0	0.00580142	0	0.00125166	0	0	0	0	0.0273341	0	0
TSC1	0.00579801	0.0498233	0	0.00805463	0.841471	0.113378	0.128725	0.0331922	0.60111	0	0.046209	0.00972045	0
TSC2	0.0671874	0.0801581	0.334504	0.0717075	0	0.00279431	0.0991576	0.000408383	0	0	0.103552	0.000359222	0
TSC22D1	0.076514	0	2.05989	1.56922	3.12283	0.543917	0.171779	0.629678	0	0	2.58074	1.36275	0
TSC22D1-AS1	0	0	0	0.0112134	0.730944	5.87824e-05	5.2979e-05	0	0	0	0	0	0
TSC22D2	0.153214	0.243935	0	0.141279	0.329575	0.360843	0.151926	0.345814	0	0	0.326261	0.0237212	0
TSC22D3	3.39833	2.74085	0.477444	1.57594	2.09274	2.26771	1.45649	4.20226	2.43181	1.47517	1.82584	1.93094	3.19644
TSC22D4	0.0875483	0.0856683	0	0.0343418	0	0.0165376	0.076127	0.0111047	0	0	0.0432156	0	0
TSEN15	0.0690878	0.122623	0.184444	0.0527838	0	0.276128	0.00176308	0.261973	0	0	0.196118	0.127759	0
TSEN2	0.00154855	0	0	0.114561	0	0.0269899	0.000105225	0	0	0	0	0.0750785	0
TSEN34	0	0.088821	0	0	0.670728	0.0919822	0.0152321	0	0	0	0.147085	0	0.000925074
TSEN54	0.121036	0.193605	0	0.102541	0	0	0.0244061	0.0336152	0	0	0.0637915	0	0
TSFM	0	0	0	0.0180827	0	0.0348711	0	0	0	0	0.0272682	0.0366216	0.0606234
TSG101	0.0512546	0.1509	0.349606	0.473621	1.54242	0.440977	0.195798	0.685632	0.311204	0	0.916335	0.22931	1.14916
TSGA10	0.207721	0	0	0.00767108	0	0	0	0	0	0	0	0	0.00731219
TSHR	0	0.000209	0	0.000207759	0	0.00787807	0.0464848	0.177944	0	0	0	0	0
TSHZ1	0	0.114716	0.656931	0.223063	0	0.154108	0.0503939	0	0	0	0.00905163	0.144189	0.166504
TSHZ2	0.000159919	0	0	0.219843	0.580754	1.03118	0.00274641	0	0	0	0	0	0.558785
TSHZ3	0.0243083	0	0.439632	0.103424	0.681886	0.0556826	0.109628	0.000204338	0	0	0	0	0
TSKS	0	0	0	0	0	0.0448453	0	0	0	0	0	0	0
TSN	0.0563033	0.201783	0.497013	0.324955	0.840772	0.151913	0.0873903	0.392165	0.67584	0	0.258007	0.138815	0.839933
TSNARE1	0.0367549	0	0	0	0	0.000647895	0.00846338	0	0	0	0	0	0
TSNAX	0.139932	0.19165	0	0.417231	1.05233	0.30368	0.075258	0.444089	0.636915	0	0.15843	0.447729	0.190865
TSPAN10	0	0.000151747	0	0.0189104	0	0.0143333	0	0	0	0	0.000212431	0	0
TSPAN12	0	0	0.529236	0.3036	0	0.0183074	0	0	0	0	0.218751	0.0461581	0.341456
TSPAN13	0	0	2.09831	0.549628	0	0	0	0	0	0	0.0448031	0	0
TSPAN14	0.568079	0.229411	0.939642	1.0105	0.510381	0.0870105	0.132245	0.599619	0.130529	2.18508	0.209592	0.0611374	0.236159
TSPAN15	0.0670485	0	0.658845	0.0470842	0	0	0.0520541	0	0	0	0	0	0
TSPAN17	0.150154	0	0	0.0320575	0	0.0210143	0.00584683	0	0	0	0.0154013	0	0
TSPAN18	0.00191092	0	0.223333	0.358766	0.0643775	0.0484403	0	0	0	0	0.0603276	0.0172202	0.881841
TSPAN2	0	0	0	0.0477308	0.495104	0	0	0	0	0	0.00741516	0.19404	0
TSPAN3	0.0529255	0	0	0.469346	0	1.05702	0.234599	0.575985	0	0	1.18158	0.669774	0.757402
TSPAN31	0	0.000645948	0	0.120958	0.34419	0.343524	0.0701954	0.656527	0.414615	0	0.488786	0.0562357	0
TSPAN32	0	0	0	0	0	0	0.00579254	0.00576791	0.175214	0	0	0	0
TSPAN33	0	0	0	0	0	0	0.0884979	0	0	0	0	0	0
TSPAN4	0	0	0.382012	0.396938	0	0.48933	0.270481	0.0484925	0	0.0671564	0.273798	0.174803	1.75362
TSPAN5	0.201884	0.318895	0	0	0	0	0.000209969	0	0	0	0	0.0665216	0
TSPAN6	9.23775e-05	0	0	0.0587215	0	0.160771	0	0	0	0	0.109072	0.00217433	0
TSPAN7	0	0	1.21206	1.59483	2.31762	0.0414269	0.0815915	0.661652	0	0	0	0	2.60691
TSPAN8	0	0.000364921	0	0	0	0.134428	0	0.000220402	0	0	0.134685	0.357498	0
TSPAN9	0	0	0.40541	0.157065	0.158364	0.00606231	0.116367	0	0	0	0.00209044	0.0343524	0
TSPO	0.14592	0.408894	1.29741	0.744258	1.055	0.251412	0.718296	0.364941	0.214137	1.73589	0.625131	0.905045	1.38108
TSPY26P	0	0	0	0.0669122	0	0.000754971	0.000399812	0	0	0	0	0	0
TSPYL1	1.48684	0.62362	0.711745	0.800567	0.290002	0.920856	0.127328	1.95591	0.895509	0	1.12285	1.22313	1.64192
TSPYL2	0.510461	0.204077	0	0.189309	0	0.278104	0.230848	0.534932	0.472723	0	0.517397	0.125341	0
TSPYL4	0.0169278	0.220117	0	0.105946	0	0.144713	0.0466122	0	0	0	0.118623	0.0542202	0
TSPYL5	0	0	0	0.253715	0.222074	0.0171853	0.0534867	0	0	0	0.00754219	0.107823	0
TSR1	0.00108503	0.00933138	0.144007	0.0796005	0	0.139179	0.0597	0	0	0	0.0820172	0	0
TSR2	0.300654	0	1.16287	0.272304	0.647641	0.231956	0.0904922	0.345969	0.886695	0	0.426789	0.502013	0.772797
TSR3	0.0178335	0	0	0.068773	0.0941466	0.0806412	0.0224682	0	0	0	0.0531156	0.0982365	0
TSSC4	0	0	0	0.180473	0.312333	0.128178	0.057945	0	0	0	0.10341	0.295088	0
TST	0	0	0.00220595	0.0293515	0	0.0973768	0.00696242	0	0	0	0.00230449	0	0
TSTD1	0.340401	0.432599	0	0	0	0	0	0	0.292985	0	4.88424e-05	0	0
TSTD2	0.0605886	0.0200361	0	0.0144066	0	0.0665672	0.0654799	0	0	0	0.0477296	0.0157291	0
TSTD3	0.00113417	0.0873457	0	0.0490627	0	0.133792	0.000311498	0	0	0	0.029102	0.122011	0
TTBK2	0.00857092	0.0531917	0	0.0461132	0	0.147503	0.099477	0.123522	0.12081	0	0.0605795	0.201301	0
TTC1	0.44437	0.258852	0	0.170603	0	0.539451	0.0598908	0.945183	0.0262347	0	0.566133	0.452845	0.073891
TTC12	0.000612578	0.000227816	0	0.0127421	0.00172758	0.039234	0	0	0	0	0.000304644	0	0
TTC13	0.192544	0.265399	0	0.0405565	0	0.0275327	0.112263	0.000245037	0	0	0.026341	0.0369185	0
TTC14	0.192943	0.179484	0.000553314	0.0816456	0.405001	0.198784	0.0945185	0	0.62192	0	0.264174	0.164688	0.702468
TTC16	0	0.125244	0	0	0	0	0.00150318	0	0.302898	0	0	0	0
TTC17	0.0908271	0.128702	0.000553314	0.244705	0	0.232035	0.237095	0.00283904	0.293877	1.12466	0.152138	0.196279	0
TTC19	0.0524141	0.188576	0.000472377	0.388493	0	0.129076	0.0230259	0.0562376	0.0636216	0	0.112208	0.0771681	0.036647
TTC21A	0	0.000312174	0	0.030934	0.650724	0	0.0102486	0	0.000482675	0	0.0192663	0	0
TTC21B	0.136068	0.116354	0	0.0385823	0.00208553	0.0466161	0.016286	0.0908773	0.394553	0	0.133783	0.0107348	0.0357297
TTC23	0	0	0	0.0132874	0	0.120212	0.183937	0	0	0	0.00225853	8.96899e-05	0
TTC26	0	0.000364921	0	0.0132948	0	0.0460001	0	0	0	0	0.0288938	0	0
TTC27	0	0.160932	0.489404	0.216506	0	0.0188136	0.0234973	0.398762	0	0	0.0262484	0.176307	1.12518
TTC28	0	0	0	0.303735	0.100397	0.3039	0	0	0	0	0.109631	0.23741	0.939609
TTC3	0.21797	1.03468	0.539673	0.395565	0.454057	0.573116	0.513989	0	0.39002	0	0.595035	0.345041	0
TTC30A	0	0	0.000644003	0.0119711	0	0.0679497	0	0	0	0	0.0407084	0	0
TTC30B	0	0	0.175311	5.50184e-05	0	0.00327954	0	0	0	0	0.000146249	0	0
TTC31	0.0314581	0	0	0.0166608	0	0.0254269	0.115019	0.00787221	0.533805	0	0.105366	0.013857	0
TTC32	0.0445364	0	0.183181	0.0373407	0	0.0391168	0.0181566	0	0	0	0.0943811	0	0.00643986
TTC33	0	0.108178	0.000446706	0.102577	0	0.0427232	0.0749856	0	0	0	0.198449	0.167999	0
TTC38	0.0789416	0	0	0	0	0.0547347	0.0763362	0	0	0	0.00455972	0.102864	0
TTC39B	0.176706	0.102993	0	4.09334e-05	0	0.0683619	0.043515	0.0750791	0.000945777	0	0.000655359	0.132793	0
TTC39C	0.746893	0.298605	0	0.0948773	0	0.300587	0.0620571	0	1.04925	0	0.0558022	0.0926153	0
TTC3P1	0.0068574	0.0146791	0.00705325	0.0155051	0	0.00333018	0.00221224	0	0.0065284	0	0.00558284	0.00160084	0
TTC4	0	0	0.095508	4.08419e-05	0	0.00457004	0.0245718	0	0.0121858	0	0.0432383	0.0483075	0
TTC5	0.148439	0.0829323	0.202448	0.110498	0	0.13524	0.00395267	0	0	0	0.242288	0.0408205	0
TTC7A	0	0.0960062	0	0.00696654	0.0595557	0.0452644	0.123228	0	0	0	0.0369605	0.074761	0
TTC7B	0.000453901	0.00015196	0	0	0.0116255	0.00962872	0.0221082	0	0	0	0.0384658	0.00216142	0
TTC8	0	0	0	0.00714216	0	0.0252308	0.00561108	0.00101878	0	0	0.0257234	0	0.000925074
TTC9C	0.069467	0	0	0.178166	0	0.118673	0.0493733	0	0	0	0.0411804	0.158612	0
TTF1	0.381149	0.0882639	0.705939	0.0961742	0	0.0339991	0.249508	0.41012	0	0	0.0343327	0.00698028	0
TTF2	0.075826	0	0.556789	0	0	0.0450384	0.2135	0	0	0	0	0	0
TTI1	0	0.0890476	0	0.0367788	0.409166	0.0432687	0.00150318	1.56485	0	0	0.0222785	0	0
TTI2	0.0839441	0	0	0.148364	0	0.047419	0	0	0.00615357	0	0.0745418	0.0973849	0
TTK	0	0	0	4.09334e-05	0	1.96345e-05	0	0	0	0	0	6.56533e-05	0
TTL	0	0.0102732	0	0.00339953	0	0.0666417	0.057144	0.0534143	0.117534	0	0.0361697	0.272007	0
TTLL1	0	0	0	0	0	0.00582045	0	0	0	0	0.0370889	0.0527042	0
TTLL11	0	0	0	0	0	0.0223166	5.2979e-05	0	0	0	0.0396393	0	0
TTLL12	0	0	0.204841	0.0195791	0	0.0334192	0.0813643	0	0	0	0.0556735	5.67179e-05	0.534269
TTLL3	0.0994984	0	0	0.154113	0.444199	0.00464279	0.244984	0	0	0	0.0761941	0.0011536	0.000919893
TTLL4	0	0	0	0	0	0.000377748	0.0300471	0	0	0	0	0	0
TTLL5	0.119361	0.072927	0.433925	0.232937	0.252052	0.0789467	0.119193	0.000204338	0	0	0.0763504	0.100236	0.531398
TTLL7	0	0	0	8.16254e-05	0	0.00607639	0	0	0	0	0.186536	0.399813	0
TTN	0.104592	0.204767	0.00178206	0.0303237	0.451112	0.0830547	0.530156	0.389388	0	0	0.00683501	0.0923001	0.00276317
TTN-AS1	0.242218	0.279113	0	0.00655921	0.298384	0.054968	0.0535915	0	0	0	0.0484567	0.0635417	0
TTPAL	0	0.0114871	0	0.0146353	0	0.289366	0.0691467	0	0	0	0.161432	0.000232167	0
TTTY10	0	0	0	0.0578788	0.264438	1.88631e-05	0.000649004	0	0	0	0	0.0311132	0
TTTY14	0	0	0.274105	0.0532724	0	0.0491322	0.131723	0	0.0157907	0	0.0399837	0	0
TTYH2	0	0	0	0.0348184	0	0.00901622	0	0	0	0	0.0146119	0	0
TTYH3	0	0	0	0.00365312	0	0.0187189	0.467123	0	0	0	0.00676669	0	0
TUB	0.0303949	0	0.272838	0.0081273	0	0.198088	0	0	0	0	0.146701	0.0570402	0
TUBA1A	0.608458	0.484163	1.51668	0.670889	0.520639	1.36816	0.659056	0.105018	1.18311	1.64145	1.45327	1.4343	0
TUBA1B	0.404028	0.206199	1.53479	0.586542	0.852787	0.926003	0.0405913	1.06093	0.559677	0	1.7507	1.05818	0
TUBA1C	0.0982443	0.0834507	0.362138	0.155162	0.0212793	0.227342	0.109556	0.0223967	0.0516446	0	0.297411	0.244536	0
TUBA4A	0.965508	1.29391	0	0.568683	0.800187	0.172695	0.0662649	0	0.51186	4.69924	0.503268	0.201901	0
TUBA4B	0.0115264	0.00740408	0	0.00693028	0.00277781	0.000599482	0	0	0.000482675	0	0.00149191	0.000309317	0
TUBA8	0	0	0	0	0	0.000800989	0	0	0	0	0	0	0
TUBB	0.384779	0.509888	0.919619	0.823617	0.386363	0.840142	0.625568	0.539728	0.167584	0	1.3223	1.09309	0.900887
TUBB2A	0.0052772	0	0.356515	0.00100855	0.454271	0.0860477	0.0730207	0	0.00395337	0	0.119828	0.305494	0
TUBB2B	0.0052772	0	0.0604244	0.00100855	0.0580373	0.0156218	0.010935	0	0.00282402	0	0.0161742	0.0569529	0
TUBB3	0	0	0	0.000401066	0	0.00807538	0	0	0	0	0.00122708	0.0907882	0
TUBB4A	0	0	0	0	0	0.000100858	0	0	0	0	0.103772	0	0
TUBB4B	0.254187	0.0538693	0	0.258861	0.0372367	0.353384	0.572265	0	0.405707	0	0.739821	0.795511	0.0372485
TUBB6	0	0	0	0.263995	0.281736	0.323271	0.0346132	0	0	0	0.551161	0.598367	0
TUBBP5	0.00467264	0	0	0.000164738	0	0.00137733	0.00271398	0	0.00744387	0	0.00468266	0.00822363	0
TUBD1	0.0112165	0.00475334	0	0	0	0.0337115	0.0626695	0	0	0	0.0840046	0	0
TUBE1	0.287633	0	0	0.0806018	0	0.186653	0.0241863	0.358709	0.423914	0.0671564	0.0369574	0.0593706	1.03016
TUBG1	0.0104446	0.114316	0	0.0247014	0.477765	0.179235	0.134614	0	0	0	0.427263	0.326911	0
TUBG2	0.0647596	0.0964049	0	0.18949	0.576763	0.292932	0.010615	0	0	0	0.380476	0.217011	0
TUBGCP2	0	0	0.00165628	0.0391393	1.10279	0.147989	0.157132	0.00370136	0.279012	0	0.0822395	0.253647	0.00369007
TUBGCP3	0.0464872	0.000364921	1.05644	0.107782	0	0.0653867	0.0587436	0.0441119	0	0	0.0629698	0	0.000919893
TUBGCP4	0.00526715	0	0	0.0430428	0	0.0878158	0.000140537	0	0	0	0.0824586	0.207759	0.591036
TUBGCP5	0	0.000365389	0	0.00156223	0	0.0377121	0.00921644	0	0	0	5.24128e-05	0.124002	0
TUBGCP6	0	0.000193334	0	0.0286633	0	0.0650452	0.197593	0	0.0018871	0	0.0287168	0.0470234	0.125452
TUFM	0.135909	0.279385	0.356068	0.47125	0.416392	0.600593	0.304786	0	0	0	0.578252	0.432038	1.6266
TUFT1	0	0.0522473	0	5.50184e-05	0	0.000382743	0	0	0	0	0.0444709	0	0
TUG1	0.277483	0.305174	0.0522914	0.255668	0.18634	0.255451	0.118039	0	0.348294	0	0.127116	0.139707	0
TULP2	0	0	0	0	0	0.00902047	0.0448823	0	0	0	4.01211e-05	0	0
TULP3	0.0302096	0	0	0.0275201	0	0.15935	0.00670164	0	0	0	0.256531	0.0940508	0
TULP4	0.223884	0.228853	0.127453	0.115054	0.0821265	0.16693	0.183474	0.00918303	0	0	0.122992	0.200781	0
TUSC1	0	0	0	3.16366e-05	0.821352	0.0559367	0.0173681	0	0	0	0.116695	0.0767391	0
TUSC2	0.0517195	0	0.22137	0.145382	0.272935	0.0982528	0.26472	0.0421049	0	0	0.110762	0.260939	0
TUSC3	0	0	0.706544	0.050329	0.944703	0.039027	0.000630022	0	0	0	0.0727396	0	0
TUT1	0	0	0	0.00955407	0	0.00942818	0.0039765	0.187478	0	0	0.00459476	0	0
TWF1	0.0656575	0.0484002	0.0839508	0.0350506	0.0257467	0.0800027	0.147531	0	0	0	0.236868	0.0989507	0.128326
TWF2	0.077254	0.0727222	0	0.129825	0	0.143438	0.181472	0.240475	0	0	0.047521	0.263812	0
TWIST1	0	0	0	0	0	0.0176013	0	0	0	0	0.00534943	0.0106833	0
TWIST2	0	0	0	0	0	0.267907	0	0	0	0	0.0645141	0.0550129	0
TWSG1	0.227353	0	0.261775	0.158531	0.876216	0.428251	0.0683634	0.318706	0	0	0.809164	0.841848	0
TXK	0.234577	0.0502761	0	0	0	0	0.0453004	0	0.457637	0	0	0	0
TXLNA	0.0715998	0.19127	0.466268	0.517839	0	0.586459	0.204552	0.423787	0.176618	0	0.359708	0.403133	0.632106
TXLNB	0.0102666	0	0	4.00529e-05	0	0	0	0.225497	0	0	0	0	0
TXLNG	0.0580345	0.228282	0	0.0661087	0	0.159107	0.0528326	0.335112	0	0	0.0853232	0	0.374923
TXN	0.72376	0.808284	1.45391	0.924627	1.26156	1.02877	0.477197	0.883789	0.288125	0	1.28756	1.09158	1.09781
TXN2	0.235518	0	0.00824535	0.268698	0.00672417	0.576389	0.0472051	0	0	0	0.270021	0.23801	0
TXNDC11	0.0600018	0	0	0.0828623	0	0.156104	0.212561	0.173888	0	0	0.159759	0.0723113	0.571492
TXNDC12	0.112272	0.155954	0.347386	0.162645	0.00277781	0.17699	0.20597	0.334708	0	0	0.199866	0.0916956	0.340533
TXNDC15	0.213073	0.0772676	0	0.329934	0	0.726061	0.119022	0	0	0	0.435288	0.408915	0
TXNDC16	0.0845774	0.023082	0	0.0242182	0	0.0480605	0.0363866	0.0922026	0	0	0.0332478	0	0
TXNDC17	0	0	0.372146	0.234099	0	0.163727	0.223878	0	0	0	0.23227	0.421655	0
TXNDC2	0	0	0	0	0	0.00752493	0	0	0	0	4.77695e-05	0.0763625	0
TXNDC5	0	0	0	0.0133934	0	0.00590189	0	0	0	0	0.00158894	0.00722645	0
TXNDC9	0.21415	0.21476	0.888377	0.454513	0	0.324401	0.0224404	0.408464	0.626137	0	0.311952	0.328743	0
TXNIP	2.00605	1.36499	3.29176	2.76151	3.18515	2.09507	1.54421	1.63581	3.28118	1.25123	0.803975	0.380427	2.84438
TXNL1	0	0.141666	0.446975	0.499304	1.28601	0.50197	0.0941322	0.785638	0.0228111	0	0.548097	0.430757	0
TXNL4A	0.079961	0.149715	0	0.164896	0	0.0864039	0.138888	0	0.0320957	0	0.106935	0.113461	0
TXNL4B	0.0297541	0	0	0.220216	0	0.0737617	0.103708	0	0	0	0.0957958	0	0.60113
TXNRD1	0.00556537	0.139897	0.613221	0.363365	0.573784	0.830878	0.112021	0.351281	0.176218	0	0.172795	0.274714	0.609091
TXNRD2	0.0137321	0.00015196	0	4.53856e-05	0	0.0491813	0.215918	0	0	0	0.04692	0	0
TXNRD3	0	0	0	0	0	0.0400359	0.00274641	0	0	0	0	0	0
TYK2	0.050819	0	0	0.0577584	0	0.0515125	0.140158	0	0	0	0.016999	0.102768	0.000925074
TYMP	0.0712274	0.104598	0.0069944	0.00558868	0.316621	0.114558	0.529816	0.21213	0	0.102704	0.125638	0.030664	0
TYMS	0	0	0	0.00755359	0	0.0196273	0	0	0	0	0.0118184	0	0
TYR	0	0	0	0	0	0.00022863	0.000598815	0	0	0	0	0.0136031	0
TYRO3	0	0	0.139748	6.70719e-05	0	0.036473	0.0397238	0	0	0	0.00021128	6.56533e-05	0
TYROBP	0.0188387	0.119311	0	0	0	0	1.80375	0.475812	1.40844	1.74171	0	0	0
TYSND1	0	0.0682086	0	0.0282975	0	0.0983479	0.000630022	0.276645	0	0	0.0206812	0.0837883	0
TYW1	0.139856	0.0856879	0.054198	0.0413822	0	0.140462	0.133928	0	0	0	0.0523163	0	0.82696
TYW1B	0.139272	0.000980408	0	0.0179792	0	0.077902	0.030883	0.00142534	0	0	0.0610703	0	0.655428
TYW3	0	0	0	0.242344	0.223003	0.130625	0.0159292	0.000245037	0.304289	0	0.22225	0.0439868	0
TYW5	0.151534	0.00326466	0.221954	0.0616765	0	0.0835857	0.0853165	0	0	0	0.211055	0.027466	0
U2AF1	0.212719	0.0870638	0.00183966	0.101262	0	0.11033	0	0.0683937	0.066554	0	0.131403	0.0251196	0.229182
U2AF1L4	0	0.13385	0.287782	0.0858757	0.195775	0.161869	0.118413	0	0	0	0.125765	0.0507919	0
U2AF2	0.00743639	0.0119323	0	0.100313	0.103964	0.056341	0.0632384	0.071251	0	0	0.0379505	0	0.0484964
U2SURP	0.124744	0.248151	0.234108	0.893121	0.724223	0.373941	0.250733	0.184731	0.0265917	0	0.47073	0.140297	1.24197
UACA	0.00244801	0	1.78778	0.944682	0.166829	0.329256	0.192708	0	0	0	0.50161	0.55972	0.335835
UAP1	0.108255	0.0739032	0	0.107868	0	1.78623	0.046726	0	0	0	0.182357	0.0614161	0
UAP1L1	0	0.128572	0.372565	0	0	0.00246666	0.0334257	0	0	0	0	0.00142166	0.000925074
UBA1	0.0890997	0.244353	0	0.251609	0.789065	0.606249	0.283409	0.35686	1.07041	0	0.287553	0.181448	0
UBA2	0.0683158	0.134472	0	0.19032	0	0.177729	0.120569	0	0.504697	0	0.511857	0.517887	0.0786605
UBA3	0.278739	0.406682	0	0.323791	0.186739	0.300129	0.30092	0.712458	0	0	0.406337	0.0804005	0
UBA5	0.00107649	0	0.562633	0.0562926	0.659227	0.23636	0.00739748	0	0.397951	0	0.232424	0.139659	0
UBA52	1.54361	1.20155	1.30725	1.09522	1.50652	1.36129	1.49641	0.812617	0.675604	0	1.27597	1.22255	1.16214
UBA6	0.357149	0.149649	0.525461	0.196703	0	0.0758563	0.162632	0	0.363576	0	0.0874151	0.0467233	0
UBA7	0.0888679	0	0	0.109234	0.583345	0.138973	0.04491	0.334567	0.502014	0	0.0558014	0.071169	0
UBAC1	0.0270133	0	0	0.0542824	0	0.103173	0.203834	0.128305	0.512289	0	0.0429254	0.117668	0
UBAC2	0.186692	0	0	0.184414	0.490686	0.353844	0.0189009	0	0.286242	0	0.165257	0.0944085	1.07833
UBAP1	0	0.108022	0	0.21634	0	0.128831	0.275687	0.833955	0	0	0.175337	0.200196	0
UBAP1L	0.024192	0	0	0.00692154	0	0	0	0.000220402	0	0	0.0277764	0.0100992	0
UBAP2	0.0808201	0	0	0.0653136	0	0.120439	0.097017	0.2365	0.23004	0	0.0503482	8.96899e-05	0
UBAP2L	0.188603	0.0261249	0.511177	0.147893	0	0.232033	0.0328962	0	0.225796	0	0.164046	0.168707	0
UBASH3A	0.0868665	0.537973	0	0	0	0	0	0	0	0	0	0	0
UBASH3B	0	0.028814	0.118758	0	0	4.76962e-05	0.0429329	0	0.377589	0	4.77695e-05	0	0
UBB	2.05657	1.97573	2.06892	1.4835	1.65566	1.8882	1.53967	2.4415	2.47773	0	1.76538	2.01433	1.72656
UBE2A	0.253577	0	0.737781	0.220426	0.270648	0.275259	0.187988	0.634878	0.420133	0	0.393377	0.384405	0
UBE2B	0.644827	0.820855	0.602049	0.593742	0.617655	1.10115	0.539276	1.33711	0	0	1.14904	1.11946	0.583387
UBE2D1	0.270134	0.160387	0	0.0440751	0	0.180964	0.0393229	0	0	0	0.00869469	0.10895	0
UBE2D2	0.387401	0.493381	0.585111	0.378633	0.391473	0.251027	0.252691	0.103401	0	0	0.29758	0.146422	0.253187
